"","SE","tipo","categoria","numero","id","sector","x","y","shp","id_hub","depend"
"1","bio","sum","regulating",3,1,"0",478756.278608023,4684025.1062422,"0_sum_exp_bio","0_sum_exp_bio_1","dd"
"2","bio","sum","regulating",3,2,"0",476873.109165119,4683554.31388148,"0_sum_exp_bio","0_sum_exp_bio_2","dd"
"3","bio","sum","regulating",3,3,"0",474618.261542694,4687419.76694849,"0_sum_exp_bio","0_sum_exp_bio_3","dd"
"4","bio","sum","regulating",3,4,"0",475820.02098981,4685833.9400492,"0_sum_exp_bio","0_sum_exp_bio_4","dd"
"5","bio","sum","regulating",3,5,"0",478929.728425133,4691594.95183177,"0_sum_exp_bio","0_sum_exp_bio_5","dd"
"6","bio","sum","regulating",3,6,"0",480602.280232975,4691334.77710611,"0_sum_exp_bio","0_sum_exp_bio_6","dd"
"7","bio","sum","regulating",3,7,"0",483154.470399017,4690975.48819924,"0_sum_exp_bio","0_sum_exp_bio_7","dd"
"8","bio","sum","regulating",3,8,"0",485489.848293671,4677923.38946174,"0_sum_exp_bio","0_sum_exp_bio_8","dd"
"9","bio","sum","regulating",3,9,"0",492303.948251549,4677378.26146511,"0_sum_exp_bio","0_sum_exp_bio_9","dd"
"10","bio","sum","regulating",3,10,"0",488773.005546103,4698440.02497127,"0_sum_exp_bio","0_sum_exp_bio_10","dd"
"11","bio","sum","regulating",3,11,"0",491337.584984795,4690845.4008364,"0_sum_exp_bio","0_sum_exp_bio_11","dd"
"12","bio","sum","regulating",3,12,"0",492303.948251549,4694079.00099823,"0_sum_exp_bio","0_sum_exp_bio_12","dd"
"13","bio","sum","regulating",3,13,"0",495165.870233858,4692096.71737412,"0_sum_exp_bio","0_sum_exp_bio_13","dd"
"14","bio","sum","regulating",3,14,"0",496671.166860916,4691786.98555786,"0_sum_exp_bio","0_sum_exp_bio_14","dd"
"15","bio","sum","regulating",3,15,"0",502017.138009688,4696470.13061982,"0_sum_exp_bio","0_sum_exp_bio_15","dd"
"16","bio","sum","regulating",3,16,"0",501323.338741249,4694314.3971786,"0_sum_exp_bio","0_sum_exp_bio_16","dd"
"17","bio","sum","regulating",3,17,"0",502735.715823428,4690994.07210821,"0_sum_exp_bio","0_sum_exp_bio_17","dd"
"18","bio","sum","regulating",3,18,"0",500592.371654859,4684799.43578287,"0_sum_exp_bio","0_sum_exp_bio_18","dd"
"19","bio","sum","regulating",3,19,"0",501236.613832694,4687240.12249506,"0_sum_exp_bio","0_sum_exp_bio_19","dd"
"20","bio","sum","regulating",3,20,"0",496132.233500611,4686484.37686337,"0_sum_exp_bio","0_sum_exp_bio_20","dd"
"21","bio","sum","regulating",3,21,"0",508893.184330819,4681379.99653129,"0_sum_exp_bio","0_sum_exp_bio_21","dd"
"22","bio","sum","regulating",3,22,"0",511953.334675539,4678567.63163958,"0_sum_exp_bio","0_sum_exp_bio_22","dd"
"23","bio","sum","regulating",3,23,"0",509388.755236847,4675123.41384269,"0_sum_exp_bio","0_sum_exp_bio_23","dd"
"24","bio","sum","regulating",3,24,"0",508025.935245271,4673934.04366823,"0_sum_exp_bio","0_sum_exp_bio_24","dd"
"25","bio","sum","regulating",3,25,"0",507802.928337559,4682259.63488949,"0_sum_exp_bio","0_sum_exp_bio_25","dd"
"26","bio","sum","regulating",3,26,"0",506043.651621161,4681268.49307743,"0_sum_exp_bio","0_sum_exp_bio_26","dd"
"27","bio","sum","regulating",3,27,"0",487976.495804075,4677104.79747307,"0_sum_exp_bio","0_sum_exp_bio_27","dd"
"28","bio","sum","regulating",3,28,"0",493514.500675897,4676937.54229238,"0_sum_exp_bio","0_sum_exp_bio_28","dd"
"29","bio","sum","regulating",3,29,"0",501988.763164324,4689611.76820708,"0_sum_exp_bio","0_sum_exp_bio_29","dd"
"30","hum","sum","provisioning",2,1,"0",483049.833145568,4691026.15103527,"0_sum_exp_cons_hum","0_sum_exp_cons_hum_1","dd"
"31","hum","sum","provisioning",2,2,"0",482685.301975033,4686386.66341027,"0_sum_exp_cons_hum","0_sum_exp_cons_hum_2","dd"
"32","hum","sum","provisioning",2,3,"0",501127.265284411,4698084.80006474,"0_sum_exp_cons_hum","0_sum_exp_cons_hum_3","dd"
"33","hum","sum","provisioning",2,4,"0",496156.385686196,4694572.04514867,"0_sum_exp_cons_hum","0_sum_exp_cons_hum_4","dd"
"34","hum","sum","provisioning",2,5,"0",499089.204649143,4692235.73173751,"0_sum_exp_cons_hum","0_sum_exp_cons_hum_5","dd"
"35","hum","sum","provisioning",2,6,"0",500613.607725928,4688822.3944134,"0_sum_exp_cons_hum","0_sum_exp_cons_hum_6","dd"
"36","hum","sum","provisioning",2,7,"0",495576.449733071,4685906.14504911,"0_sum_exp_cons_hum","0_sum_exp_cons_hum_7","dd"
"37","estetic","sum","cultural",5,1,"0",490366.061549581,4700203.76679327,"0_sum_exp_estetic","0_sum_exp_estetic_1","dd"
"38","estetic","sum","cultural",5,2,"0",477741.392718531,4683602.14144135,"0_sum_exp_estetic","0_sum_exp_estetic_2","dd"
"39","estetic","sum","cultural",5,3,"0",476750.250906477,4683688.86634991,"0_sum_exp_estetic","0_sum_exp_estetic_3","dd"
"40","estetic","sum","cultural",5,4,"0",475523.712914059,4684543.72616281,"0_sum_exp_estetic","0_sum_exp_estetic_4","dd"
"41","estetic","sum","cultural",5,5,"0",481904.188329162,4685126.02197739,"0_sum_exp_estetic","0_sum_exp_estetic_5","dd"
"42","estetic","sum","cultural",5,6,"0",479029.877074203,4691556.05448309,"0_sum_exp_estetic","0_sum_exp_estetic_6","dd"
"43","estetic","sum","cultural",5,7,"0",483242.229775436,4690911.81230526,"0_sum_exp_estetic","0_sum_exp_estetic_7","dd"
"44","estetic","sum","cultural",5,8,"0",486190.8766663,4687740.15850668,"0_sum_exp_estetic","0_sum_exp_estetic_8","dd"
"45","estetic","sum","cultural",5,9,"0",485503.272034187,4688700.32713711,"0_sum_exp_estetic","0_sum_exp_estetic_9","dd"
"46","estetic","sum","cultural",5,10,"0",492317.371992065,4694133.02319443,"0_sum_exp_estetic","0_sum_exp_estetic_10","dd"
"47","estetic","sum","cultural",5,11,"0",496628.838874504,4691853.39702671,"0_sum_exp_estetic","0_sum_exp_estetic_11","dd"
"48","estetic","sum","cultural",5,12,"0",488563.422378907,4686854.32551216,"0_sum_exp_estetic","0_sum_exp_estetic_12","dd"
"49","estetic","sum","cultural",5,13,"0",490502.343548739,4685101.24343209,"0_sum_exp_estetic","0_sum_exp_estetic_13","dd"
"50","estetic","sum","cultural",5,14,"0",503300.462196898,4680901.2800035,"0_sum_exp_estetic","0_sum_exp_estetic_14","dd"
"51","estetic","sum","cultural",5,15,"0",508949.970525611,4681966.75745146,"0_sum_exp_estetic","0_sum_exp_estetic_15","dd"
"52","estetic","sum","cultural",5,16,"0",510424.293971043,4680492.43400603,"0_sum_exp_estetic","0_sum_exp_estetic_16","dd"
"53","estetic","sum","cultural",5,17,"0",509222.534523926,4673641.1662302,"0_sum_exp_estetic","0_sum_exp_estetic_17","dd"
"54","estetic","sum","cultural",5,18,"0",509656.1590667,4675474.7785825,"0_sum_exp_estetic","0_sum_exp_estetic_18","dd"
"55","estetic","sum","cultural",5,19,"0",475873.177514874,4683986.06370673,"0_sum_exp_estetic","0_sum_exp_estetic_19","dd"
"56","estetic","sum","cultural",5,20,"0",482396.129565462,4684840.92351962,"0_sum_exp_estetic","0_sum_exp_estetic_20","dd"
"57","estetic","sum","cultural",5,21,"0",485369.555001627,4688529.82945137,"0_sum_exp_estetic","0_sum_exp_estetic_21","dd"
"58","estetic","sum","cultural",5,22,"0",488426.608028185,4686216.13278385,"0_sum_exp_estetic","0_sum_exp_estetic_22","dd"
"59","estetic","sum","cultural",5,23,"0",493871.693358163,4684664.37638435,"0_sum_exp_estetic","0_sum_exp_estetic_23","dd"
"60","estetic","sum","cultural",5,24,"0",498805.7211913,4682146.2567181,"0_sum_exp_estetic","0_sum_exp_estetic_24","dd"
"61","estetic","sum","cultural",5,25,"0",510169.781530145,4680640.96009104,"0_sum_exp_estetic","0_sum_exp_estetic_25","dd"
"62","estetic","sum","cultural",5,26,"0",509946.774622432,4677425.94383819,"0_sum_exp_estetic","0_sum_exp_estetic_26","dd"
"63","estetic","sum","cultural",5,27,"0",508785.28031143,4673114.47695575,"0_sum_exp_estetic","0_sum_exp_estetic_27","dd"
"64","estetic","sum","cultural",5,28,"0",509287.045853783,4675177.29085209,"0_sum_exp_estetic","0_sum_exp_estetic_28","dd"
"65","estetic","sum","cultural",5,29,"0",506295.036508641,4679776.80832366,"0_sum_exp_estetic","0_sum_exp_estetic_29","dd"
"66","recreat","sum","cultural",6,1,"0",476478.570127785,4683896.04789762,"0_sum_exp_recreat","0_sum_exp_recreat_1","dd"
"67","recreat","sum","cultural",6,2,"0",482629.843998852,4685234.0893439,"0_sum_exp_recreat","0_sum_exp_recreat_2","dd"
"68","recreat","sum","cultural",6,3,"0",482852.850906565,4687148.23196843,"0_sum_exp_recreat","0_sum_exp_recreat_3","dd"
"69","recreat","sum","cultural",6,4,"0",484023.637172055,4689907.94245137,"0_sum_exp_recreat","0_sum_exp_recreat_4","dd"
"70","recreat","sum","cultural",6,5,"0",485891.320024146,4688486.2734147,"0_sum_exp_recreat","0_sum_exp_recreat_5","dd"
"71","recreat","sum","cultural",6,6,"0",475707.33790528,4686033.19742986,"0_sum_exp_recreat","0_sum_exp_recreat_6","dd"
"72","recreat","sum","cultural",6,7,"0",488576.694871183,4686795.13769788,"0_sum_exp_recreat","0_sum_exp_recreat_7","dd"
"73","recreat","sum","cultural",6,8,"0",489329.343184712,4685800.89856766,"0_sum_exp_recreat","0_sum_exp_recreat_8","dd"
"74","recreat","sum","cultural",6,9,"0",492200.55712151,4684973.91461822,"0_sum_exp_recreat","0_sum_exp_recreat_9","dd"
"75","recreat","sum","cultural",6,10,"0",492302.768620878,4694163.65760687,"0_sum_exp_recreat","0_sum_exp_recreat_10","dd"
"76","recreat","sum","cultural",6,11,"0",489264.299503296,4700379.97515936,"0_sum_exp_recreat","0_sum_exp_recreat_11","dd"
"77","recreat","sum","cultural",6,12,"0",502393.831194864,4697536.63708602,"0_sum_exp_recreat","0_sum_exp_recreat_12","dd"
"78","recreat","sum","cultural",6,13,"0",500061.550618372,4693262.33802154,"0_sum_exp_recreat","0_sum_exp_recreat_13","dd"
"79","recreat","sum","cultural",6,14,"0",498760.676990049,4678218.66370544,"0_sum_exp_recreat","0_sum_exp_recreat_14","dd"
"80","recreat","sum","cultural",6,15,"0",501473.92770055,4680169.97414792,"0_sum_exp_recreat","0_sum_exp_recreat_15","dd"
"81","recreat","sum","cultural",6,16,"0",507160.603847217,4682177.03631734,"0_sum_exp_recreat","0_sum_exp_recreat_16","dd"
"82","recreat","sum","cultural",6,17,"0",509269.877515996,4673684.18991529,"0_sum_exp_recreat","0_sum_exp_recreat_17","dd"
"83","recreat","sum","cultural",6,18,"0",509344.2131519,4674966.47963464,"0_sum_exp_recreat","0_sum_exp_recreat_18","dd"
"84","recreat","sum","cultural",6,19,"0",510291.992509678,4676081.5141732,"0_sum_exp_recreat","0_sum_exp_recreat_19","dd"
"85","recreat","sum","cultural",6,20,"0",509214.125789068,4676769.11880531,"0_sum_exp_recreat","0_sum_exp_recreat_20","dd"
"86","recreat","sum","cultural",6,21,"0",507188.47971068,4678107.16025158,"0_sum_exp_recreat","0_sum_exp_recreat_21","dd"
"87","recreat","sum","cultural",6,22,"0",510812.341961007,4678553.17406701,"0_sum_exp_recreat","0_sum_exp_recreat_22","dd"
"88","recreat","sum","cultural",6,23,"0",512299.05467909,4678720.42924779,"0_sum_exp_recreat","0_sum_exp_recreat_23","dd"
"89","recreat","sum","cultural",6,24,"0",510923.845414863,4679593.87296967,"0_sum_exp_recreat","0_sum_exp_recreat_24","dd"
"90","recreat","sum","cultural",6,25,"0",478978.105885061,4691487.57471434,"0_sum_exp_recreat","0_sum_exp_recreat_25","dd"
"91","hid","sum","regulating",4,1,"0",508544.269664432,4673441.72371716,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_1","dd"
"92","hid","sum","regulating",4,2,"0",509569.481976276,4675665.59815796,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_2","dd"
"93","hid","sum","regulating",4,3,"0",511898.665234606,4678663.80213943,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_3","dd"
"94","hid","sum","regulating",4,4,"0",487169.677023831,4677127.53233074,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_4","dd"
"95","hid","sum","regulating",4,5,"0",482932.545777296,4679085.03740955,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_5","dd"
"96","hid","sum","regulating",4,6,"0",473752.094743136,4687881.42099154,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_6","dd"
"97","hid","sum","regulating",4,7,"0",474359.169103019,4686419.48681876,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_7","dd"
"98","hid","sum","regulating",4,8,"0",473157.409655902,4692353.94841844,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_8","dd"
"99","hid","sum","regulating",4,9,"0",476898.96999641,4695798.16621533,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_9","dd"
"100","hid","sum","regulating",4,10,"0",482821.04232344,4695674.27348882,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_10","dd"
"101","hid","sum","regulating",4,11,"0",487107.730660578,4699291.94110283,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_11","dd"
"102","hid","sum","regulating",4,12,"0",492336.003719168,4699614.06219174,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_12","dd"
"103","hid","sum","regulating",4,13,"0",494912.972430512,4700382.19709609,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_13","dd"
"104","hid","sum","regulating",4,14,"0",499596.117492472,4700134.41164307,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_14","dd"
"105","hid","sum","regulating",4,15,"0",504700.497824556,4697953.89965655,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_15","dd"
"106","hid","sum","regulating",4,16,"0",486251.401396912,4687642.38669143,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_16","dd"
"107","hid","sum","regulating",4,17,"0",511906.12050725,4678552.52061755,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_17","dd"
"108","hid","sum","regulating",4,18,"0",509058.740052762,4674983.92866637,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_18","dd"
"109","hid","sum","regulating",4,19,"0",509227.334948093,4673616.43673757,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_19","dd"
"110","hid","sum","regulating",4,20,"0",502483.539134832,4677915.60656852,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_20","dd"
"111","hid","sum","regulating",4,21,"0",474168.963102209,4687609.81305008,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_21","dd"
"112","hid","sum","regulating",4,22,"0",475686.317160193,4687085.29559794,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_22","dd"
"113","hid","sum","regulating",4,23,"0",473588.247351623,4693416.97055595,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_23","dd"
"114","hid","sum","regulating",4,24,"0",477372.266113508,4695908.42845362,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_24","dd"
"115","hid","sum","regulating",4,25,"0",482383.281058084,4695758.56632444,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_25","dd"
"116","hid","sum","regulating",4,26,"0",487066.472595071,4699786.11104625,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_26","dd"
"117","hid","sum","regulating",4,27,"0",492751.867120973,4700048.36977232,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_27","dd"
"118","hid","sum","regulating",4,28,"0",494887.402461839,4700647.81828906,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_28","dd"
"119","hid","sum","regulating",4,29,"0",499317.701655829,4701593.82297953,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_29","dd"
"120","hid","sum","regulating",4,30,"0",504918.798734065,4697997.13187912,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_30","dd"
"121","hid","sum","regulating",4,31,"0",505958.467255277,4678102.93423,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_31","dd"
"122","hid","sum","regulating",4,32,"0",504309.983834257,4679657.75382028,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_32","dd"
"123","hid","sum","regulating",4,33,"0",503354.612760712,4680800.45255531,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_33","dd"
"124","hid","sum","regulating",4,34,"0",502605.302114794,4681512.29766893,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_34","dd"
"125","hid","sum","regulating",4,35,"0",501181.61188755,4682336.53937944,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_35","dd"
"126","hid","sum","regulating",4,36,"0",499345.800805051,4682767.39300084,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_36","dd"
"127","hid","sum","regulating",4,37,"0",496873.075673522,4683329.37598528,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_37","dd"
"128","hid","sum","regulating",4,38,"0",494756.273098804,4684528.27301875,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_38","dd"
"129","hid","sum","regulating",4,39,"0",492602.00499179,4685108.98876933,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_39","dd"
"130","hid","sum","regulating",4,40,"0",491833.961579724,4685108.98876933,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_40","dd"
"131","hid","sum","regulating",4,41,"0",489361.236448195,4685914.4977137,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_41","dd"
"132","hid","sum","regulating",4,42,"0",487057.106211997,4687769.04156234,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_42","dd"
"133","hid","sum","regulating",4,43,"0",486148.567053822,4687956.36922382,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_43","dd"
"134","hid","sum","regulating",4,44,"0",506173.894065978,4685530.47600766,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_44","dd"
"135","hid","sum","regulating",4,45,"0",496039.467579938,4686429.64878276,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_45","dd"
"136","hid","sum","regulating",4,46,"0",490076.477517216,4677495.05956135,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_46","dd"
"137","hid","sum","regulating",4,47,"0",494443.69612419,4676342.85720547,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_47","dd"
"138","hid","sum","regulating",4,48,"0",487270.307263373,4677160.54919997,"0_sum_exp_reg_hid","0_sum_exp_reg_hid_48","dd"
"139","riego","sum","provisioning",1,1,"0",482804.269630717,4690922.50855083,"0_sum_exp_riego","0_sum_exp_riego_1","dd"
"140","riego","sum","provisioning",1,2,"0",482714.244922817,4686511.29786372,"0_sum_exp_riego","0_sum_exp_riego_2","dd"
"141","riego","sum","provisioning",1,3,"0",500325.328405796,4676180.96263218,"0_sum_exp_riego","0_sum_exp_riego_3","dd"
"142","riego","sum","provisioning",1,4,"0",502981.057288852,4674808.08583671,"0_sum_exp_riego","0_sum_exp_riego_4","dd"
"143","bio","sum","regulating",3,1,"1",485746.578058861,4688833.35920355,"1_sum_tur_bio","1_sum_tur_bio_1","dd"
"144","bio","sum","regulating",3,2,"1",486144.532034776,4687866.89954776,"1_sum_tur_bio","1_sum_tur_bio_2","dd"
"145","bio","sum","regulating",3,3,"1",484855.919160385,4687393.14481453,"1_sum_tur_bio","1_sum_tur_bio_3","dd"
"146","bio","sum","regulating",3,4,"1",508676.307147292,4673047.85149226,"1_sum_tur_bio","1_sum_tur_bio_4","dd"
"147","bio","sum","regulating",3,5,"1",508790.008283267,4674260.66360933,"1_sum_tur_bio","1_sum_tur_bio_5","dd"
"148","bio","sum","regulating",3,6,"1",508960.559987231,4675227.12326513,"1_sum_tur_bio","1_sum_tur_bio_6","dd"
"149","bio","sum","regulating",3,7,"1",506212.782534485,4680912.18006391,"1_sum_tur_bio","1_sum_tur_bio_7","dd"
"150","bio","sum","regulating",3,8,"1",507236.092758266,4681764.93858373,"1_sum_tur_bio","1_sum_tur_bio_8","dd"
"151","bio","sum","regulating",3,9,"1",508638.406768633,4681442.78536513,"1_sum_tur_bio","1_sum_tur_bio_9","dd"
"152","bio","sum","regulating",3,10,"1",511575.686114672,4678012.80109653,"1_sum_tur_bio","1_sum_tur_bio_10","dd"
"153","bio","sum","regulating",3,11,"1",510628.176648208,4679405.64001223,"1_sum_tur_bio","1_sum_tur_bio_11","dd"
"154","bio","sum","regulating",3,12,"1",509822.793601713,4680428.95023601,"1_sum_tur_bio","1_sum_tur_bio_12","dd"
"155","hum","sum","provisioning",2,1,"1",485016.995769684,4686388.78478008,"1_sum_tur_cons_hum","1_sum_tur_cons_hum_1","dd"
"156","hum","sum","provisioning",2,2,"1",487063.616217246,4688321.70409167,"1_sum_tur_cons_hum","1_sum_tur_cons_hum_2","dd"
"157","hum","sum","provisioning",2,3,"1",485926.604857489,4688814.40901423,"1_sum_tur_cons_hum","1_sum_tur_cons_hum_3","dd"
"158","hum","sum","provisioning",2,4,"1",483557.831191329,4690207.24792993,"1_sum_tur_cons_hum","1_sum_tur_cons_hum_4","dd"
"159","hum","sum","provisioning",2,5,"1",481937.590003675,4688255.37842901,"1_sum_tur_cons_hum","1_sum_tur_cons_hum_5","dd"
"160","hum","sum","provisioning",2,6,"1",481027.98091587,4690472.55058054,"1_sum_tur_cons_hum","1_sum_tur_cons_hum_6","dd"
"161","estetic","sum","cultural",5,1,"1",485384.042889192,4687344.16091463,"1_sum_tur_estetic","1_sum_tur_estetic_1","dd"
"162","estetic","sum","cultural",5,2,"1",486229.782820369,4687883.82353738,"1_sum_tur_estetic","1_sum_tur_estetic_2","dd"
"163","estetic","sum","cultural",5,3,"1",486560.024126829,4687690.51155311,"1_sum_tur_estetic","1_sum_tur_estetic_3","dd"
"164","estetic","sum","cultural",5,4,"1",487123.850747613,4687787.16754525,"1_sum_tur_estetic","1_sum_tur_estetic_4","dd"
"165","estetic","sum","cultural",5,5,"1",487284.944067838,4687303.88758458,"1_sum_tur_estetic","1_sum_tur_estetic_5","dd"
"166","estetic","sum","cultural",5,6,"1",488460.925305475,4686901.15428402,"1_sum_tur_estetic","1_sum_tur_estetic_6","dd"
"167","estetic","sum","cultural",5,7,"1",508951.995637997,4681891.15202504,"1_sum_tur_estetic","1_sum_tur_estetic_7","dd"
"168","estetic","sum","cultural",5,8,"1",509435.275598669,4680827.93611156,"1_sum_tur_estetic","1_sum_tur_estetic_8","dd"
"169","estetic","sum","cultural",5,9,"1",510417.944852037,4680392.98414695,"1_sum_tur_estetic","1_sum_tur_estetic_9","dd"
"170","estetic","sum","cultural",5,10,"1",509274.182278445,4673498.19004136,"1_sum_tur_estetic","1_sum_tur_estetic_10","dd"
"171","estetic","sum","cultural",5,11,"1",509193.635618333,4674271.43797844,"1_sum_tur_estetic","1_sum_tur_estetic_11","dd"
"172","estetic","sum","cultural",5,12,"1",509660.806246983,4674964.1392554,"1_sum_tur_estetic","1_sum_tur_estetic_12","dd"
"173","estetic","sum","cultural",5,13,"1",509129.198290243,4675334.65389191,"1_sum_tur_estetic","1_sum_tur_estetic_13","dd"
"174","estetic","sum","cultural",5,14,"1",509258.072946423,4676059.57383292,"1_sum_tur_estetic","1_sum_tur_estetic_14","dd"
"175","estetic","sum","cultural",5,15,"1",507308.84377171,4677686.61636719,"1_sum_tur_estetic","1_sum_tur_estetic_15","dd"
"176","estetic","sum","cultural",5,16,"1",506809.454479015,4677912.1470155,"1_sum_tur_estetic","1_sum_tur_estetic_16","dd"
"177","recreat","sum","cultural",6,1,"1",484675.315934007,4687236.34311529,"1_sum_tur_recreat","1_sum_tur_recreat_1","dd"
"178","recreat","sum","cultural",6,2,"1",485255.251886814,4688186.79370461,"1_sum_tur_recreat","1_sum_tur_recreat_2","dd"
"179","recreat","sum","cultural",6,3,"1",486068.773153946,4688065.97371444,"1_sum_tur_recreat","1_sum_tur_recreat_3","dd"
"180","recreat","sum","cultural",6,4,"1",484667.261267996,4689620.5242546,"1_sum_tur_recreat","1_sum_tur_recreat_4","dd"
"181","recreat","sum","cultural",6,5,"1",508911.805961742,4676845.82396082,"1_sum_tur_recreat","1_sum_tur_recreat_5","dd"
"182","recreat","sum","cultural",6,6,"1",509564.23390865,4676467.2546583,"1_sum_tur_recreat","1_sum_tur_recreat_6","dd"
"183","recreat","sum","cultural",6,7,"1",509741.436560897,4676040.3573597,"1_sum_tur_recreat","1_sum_tur_recreat_7","dd"
"184","recreat","sum","cultural",6,8,"1",508299.65134489,4676789.44129874,"1_sum_tur_recreat","1_sum_tur_recreat_8","dd"
"185","recreat","sum","cultural",6,9,"1",509459.523250505,4675114.07076841,"1_sum_tur_recreat","1_sum_tur_recreat_9","dd"
"186","recreat","sum","cultural",6,10,"1",509266.211266236,4674453.58815549,"1_sum_tur_recreat","1_sum_tur_recreat_10","dd"
"187","hid","sum","regulating",4,1,"1",486182.432413434,4687743.72331711,"1_sum_tur_reg_hid","1_sum_tur_reg_hid_1","dd"
"188","hid","sum","regulating",4,2,"1",486466.685253373,4687592.12180248,"1_sum_tur_reg_hid","1_sum_tur_reg_hid_2","dd"
"189","hid","sum","regulating",4,3,"1",487044.666027916,4687914.27502108,"1_sum_tur_reg_hid","1_sum_tur_reg_hid_3","dd"
"190","hid","sum","regulating",4,4,"1",487219.955279212,4687667.92255979,"1_sum_tur_reg_hid","1_sum_tur_reg_hid_4","dd"
"191","hid","sum","regulating",4,5,"1",501693.162379451,4682380.81973692,"1_sum_tur_reg_hid","1_sum_tur_reg_hid_5","dd"
"192","hid","sum","regulating",4,6,"1",502489.070331281,4681565.96159577,"1_sum_tur_reg_hid","1_sum_tur_reg_hid_6","dd"
"193","hid","sum","regulating",4,7,"1",503706.619995687,4680267.87362671,"1_sum_tur_reg_hid","1_sum_tur_reg_hid_7","dd"
"194","hid","sum","regulating",4,8,"1",507766.698059486,4677785.39882458,"1_sum_tur_reg_hid","1_sum_tur_reg_hid_8","dd"
"195","hid","sum","regulating",4,9,"1",506999.21539165,4678083.86430651,"1_sum_tur_reg_hid","1_sum_tur_reg_hid_9","dd"
"196","hid","sum","regulating",4,10,"1",506321.746123128,4677818.5616559,"1_sum_tur_reg_hid","1_sum_tur_reg_hid_10","dd"
"197","hid","sum","regulating",4,11,"1",505819.566105902,4678169.14015849,"1_sum_tur_reg_hid","1_sum_tur_reg_hid_11","dd"
"198","hid","sum","regulating",4,12,"1",505397.924393326,4678529.19375575,"1_sum_tur_reg_hid","1_sum_tur_reg_hid_12","dd"
"199","riego","sum","provisioning",1,1,"1",484551.773693178,4687101.54806055,"1_sum_tur_riego","1_sum_tur_riego_1","dd"
"200","riego","sum","provisioning",1,2,"1",485470.247258436,4688557.91222204,"1_sum_tur_riego","1_sum_tur_riego_2","dd"
"201","riego","sum","provisioning",1,3,"1",484698.932441203,4689461.16246853,"1_sum_tur_riego","1_sum_tur_riego_3","dd"
"202","bio","sum","regulating",3,1,"10",480970.787964299,4690524.13759137,"10_sum_for_bio","10_sum_for_bio_1","nd"
"203","bio","sum","regulating",3,2,"10",478346.892665482,4691707.95864727,"10_sum_for_bio","10_sum_for_bio_2","nd"
"204","bio","sum","regulating",3,3,"10",474243.5917,4692394.7912,"10_sum_for_bio","10_sum_for_bio_3","nd"
"205","bio","sum","regulating",3,4,"10",488498.3562,4697995.7918,"10_sum_for_bio","10_sum_for_bio_4","nd"
"206","bio","sum","regulating",3,5,"10",488954.2665,4699253.8903,"10_sum_for_bio","10_sum_for_bio_5","nd"
"207","bio","sum","regulating",3,6,"10",489857.776,4700314.0851,"10_sum_for_bio","10_sum_for_bio_6","nd"
