"","SE","tipo","categoria","numero","id","sector","x","y","hubname","dist","az","shp","id_ori","id_hub","depend"
"1","bio","ben","regulating",3,1,"0",488666.367903893,4674610.15144182,27,2588.27787057488,164.541691934731,"0_ben_exp_bio","0_ben_exp_bio_1","0_sum_exp_bio_27","dd"
"2","bio","ben","regulating",3,2,"0",497021.181605878,4679152.8472327,28,4147.81715162582,57.7178259960647,"0_ben_exp_bio","0_ben_exp_bio_2","0_sum_exp_bio_28","dd"
"3","bio","ben","regulating",3,3,"0",514910.973277168,4679190.312765,22,3022.47545594538,78.1109641502667,"0_ben_exp_bio","0_ben_exp_bio_3","0_sum_exp_bio_22","dd"
"4","bio","ben","regulating",3,4,"0",523528.045705224,4682702.70641774,22,12291.1666997743,70.3406910693678,"0_ben_exp_bio","0_ben_exp_bio_4","0_sum_exp_bio_22","dd"
"5","bio","ben","regulating",3,5,"0",516924.745638072,4687357.7988055,21,10011.9976559012,53.3400975421418,"0_ben_exp_bio","0_ben_exp_bio_5","0_sum_exp_bio_21","dd"
"6","bio","ben","regulating",3,6,"0",490225.87068571,4694471.56675019,12,2114.83196477877,280.697575320785,"0_ben_exp_bio","0_ben_exp_bio_6","0_sum_exp_bio_12","dd"
"7","bio","ben","regulating",3,7,"0",509871.85918337,4676951.74721032,23,1891.08231611031,14.8010965339479,"0_ben_exp_bio","0_ben_exp_bio_7","0_sum_exp_bio_23","dd"
"8","bio","ben","regulating",3,8,"0",478672.437163964,4664119.80239897,8,15395.3275480215,206.284163740783,"0_ben_exp_bio","0_ben_exp_bio_8","0_sum_exp_bio_8","dd"
"9","bio","ben","regulating",3,9,"0",472977.676254988,4674057.53484046,2,10264.6582851675,202.302685332835,"0_ben_exp_bio","0_ben_exp_bio_9","0_sum_exp_bio_2","dd"
"10","bio","ben","regulating",3,10,"0",511642.105584352,4662031.09897348,24,12440.1278260158,163.100972868401,"0_ben_exp_bio","0_ben_exp_bio_10","0_sum_exp_bio_24","dd"
"11","hum","ben","provisioning",2,1,"0",489597.408233806,4696493.15404287,4,6834.53323968183,286.325182252963,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_1","0_sum_exp_cons_hum_4","dd"
"12","hum","ben","provisioning",2,2,"0",489935.000888432,4695277.82048621,4,6261.28961388361,276.472161070829,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_2","0_sum_exp_cons_hum_4","dd"
"13","hum","ben","provisioning",2,3,"0",479537.147125957,4692577.07924921,1,3839.83611592383,293.822514065304,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_3","0_sum_exp_cons_hum_1","dd"
"14","hum","ben","provisioning",2,4,"0",476802.646623487,4684002.22582171,2,6347.53311128051,247.93563630739,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_4","0_sum_exp_cons_hum_2","dd"
"15","hum","ben","provisioning",2,5,"0",486356.518749398,4690382.72699414,1,3368.70363482541,101.011177336634,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_5","0_sum_exp_cons_hum_1","dd"
"16","hum","ben","provisioning",2,6,"0",484651.675843538,4677402.28942377,2,9197.04311830683,167.6545708592,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_6","0_sum_exp_cons_hum_2","dd"
"17","hum","ben","provisioning",2,7,"0",489529.889702881,4676051.91880527,7,11561.4299748574,211.533307078617,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_7","0_sum_exp_cons_hum_7","dd"
"18","hum","ben","provisioning",2,8,"0",488601.50990266,4674448.3536958,2,13323.8416037427,153.638596687127,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_8","0_sum_exp_cons_hum_2","dd"
"19","hum","ben","provisioning",2,9,"0",492804.538452752,4677782.08116023,7,8583.93302726927,198.839519083328,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_9","0_sum_exp_cons_hum_7","dd"
"20","hum","ben","provisioning",2,10,"0",497310.078182729,4678141.30996668,7,7956.01228373281,167.414181553608,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_10","0_sum_exp_cons_hum_7","dd"
"21","hum","ben","provisioning",2,11,"0",496649.316974692,4679429.79432235,7,6564.61444825372,170.593849053154,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_11","0_sum_exp_cons_hum_7","dd"
"22","hum","ben","provisioning",2,12,"0",499160.209565232,4679578.46559415,7,7272.06035586183,150.474414570018,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_12","0_sum_exp_cons_hum_7","dd"
"23","hum","ben","provisioning",2,13,"0",493973.234082143,4674325.41399026,7,11691.1775403835,187.881827700561,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_13","0_sum_exp_cons_hum_7","dd"
"24","hum","ben","provisioning",2,14,"0",492651.71166607,4682799.67648333,7,4266.64267436701,223.274103055198,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_14","0_sum_exp_cons_hum_7","dd"
"25","hum","ben","provisioning",2,15,"0",503653.385779881,4681180.81152365,6,8223.99171195261,158.307619661973,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_15","0_sum_exp_cons_hum_6","dd"
"26","hum","ben","provisioning",2,16,"0",501026.859977935,4684286.38920142,6,4554.79096193128,174.794444830369,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_16","0_sum_exp_cons_hum_6","dd"
"27","hum","ben","provisioning",2,17,"0",503686.423840283,4686599.05342955,6,3792.81478629067,125.887678479951,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_17","0_sum_exp_cons_hum_6","dd"
"28","hum","ben","provisioning",2,18,"0",505321.807830174,4688184.88032884,6,4751.16537595086,97.7112389789382,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_18","0_sum_exp_cons_hum_6","dd"
"29","hum","ben","provisioning",2,19,"0",500064.626468732,4693202.53575237,5,1373.37457719297,45.2542240920746,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_19","0_sum_exp_cons_hum_5","dd"
"30","hum","ben","provisioning",2,20,"0",497900.633512412,4691034.41303849,5,1689.93134880223,224.694389850004,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_20","0_sum_exp_cons_hum_5","dd"
"31","hum","ben","provisioning",2,21,"0",516715.808911258,4686945.95306377,6,16211.1663723315,96.6468816589427,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_21","0_sum_exp_cons_hum_6","dd"
"32","hum","ben","provisioning",2,22,"0",522910.445236602,4682064.5796394,6,23298.4339279938,106.861216753365,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_22","0_sum_exp_cons_hum_6","dd"
"33","hum","ben","provisioning",2,23,"0",515163.020072372,4678298.24075359,6,17956.7037588225,125.879673137534,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_23","0_sum_exp_cons_hum_6","dd"
"34","hum","ben","provisioning",2,24,"0",512486.937179823,4679074.63517303,6,15362.1210296256,129.385291390671,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_24","0_sum_exp_cons_hum_6","dd"
"35","hum","ben","provisioning",2,25,"0",511000.22446174,4678777.29262941,6,14449.4248005673,134.042393650681,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_25","0_sum_exp_cons_hum_6","dd"
"36","hum","ben","provisioning",2,26,"0",509530.030773858,4677092.35154892,6,14734.1951111086,142.760241956548,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_26","0_sum_exp_cons_hum_6","dd"
"37","hum","ben","provisioning",2,27,"0",507225.626060831,4680107.07456058,6,10939.6337506314,142.813639609602,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_27","0_sum_exp_cons_hum_6","dd"
"38","hum","ben","provisioning",2,28,"0",505953.66073536,4678455.17154049,6,11661.70983347,152.747456282571,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_28","0_sum_exp_cons_hum_6","dd"
"39","hum","ben","provisioning",2,29,"0",502881.121117989,4678719.47602371,7,10247.2647922444,134.533453252022,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_29","0_sum_exp_cons_hum_7","dd"
"40","hum","ben","provisioning",2,30,"0",503872.262930044,4676939.55051956,7,12215.5775162911,137.225275503781,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_30","0_sum_exp_cons_hum_7","dd"
"41","hum","ben","provisioning",2,31,"0",487418.9785351,4693412.1775906,1,4978.20792631177,61.3606799029536,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_31","0_sum_exp_cons_hum_1","dd"
"42","hum","ben","provisioning",2,32,"0",494508.739805571,4685244.54960011,7,1256.0704707232,238.216001612213,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_32","0_sum_exp_cons_hum_7","dd"
"43","hum","ben","provisioning",2,33,"0",507415.264582351,4685774.19100564,6,7453.46094157751,114.13982378988,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_33","0_sum_exp_cons_hum_6","dd"
"44","hum","ben","provisioning",2,34,"0",512739.554501066,4692371.47868851,6,12634.6580636491,73.6860314459145,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_34","0_sum_exp_cons_hum_6","dd"
"45","hum","ben","provisioning",2,35,"0",512832.474045896,4691144.94069677,6,12437.6410698978,79.2376806446872,"0_ben_exp_cons_hum","0_ben_exp_cons_hum_35","0_sum_exp_cons_hum_6","dd"
"46","estetic","ben","cultural",5,1,"0",475523.712914059,4684549.92079913,4,6.19463632442057,5.38377578764842e-10,"0_ben_exp_estetic","0_ben_exp_estetic_1","0_sum_exp_estetic_4","dd"
"47","estetic","ben","cultural",5,2,"0",476753.348224639,4683691.96366807,3,4.38026935103564,45.0000000220735,"0_ben_exp_estetic","0_ben_exp_estetic_2","0_sum_exp_estetic_3","dd"
"48","estetic","ben","cultural",5,3,"0",477741.392718532,4683605.23875951,2,3.09731816034764,1.07675515817722e-09,"0_ben_exp_estetic","0_ben_exp_estetic_3","0_sum_exp_estetic_2","dd"
"49","estetic","ben","cultural",5,4,"0",481904.188329162,4685126.02197739,5,9.33139791123185e-10,176.423665625003,"0_ben_exp_estetic","0_ben_exp_estetic_4","0_sum_exp_estetic_5","dd"
"50","estetic","ben","cultural",5,5,"0",479029.877074203,4691556.44164787,6,0.387164772488177,8.61404121102504e-09,"0_ben_exp_estetic","0_ben_exp_estetic_5","0_sum_exp_estetic_6","dd"
"51","estetic","ben","cultural",5,6,"0",483245.327093599,4690907.55349278,7,5.2660102068429,143.972626622952,"0_ben_exp_estetic","0_ben_exp_estetic_6","0_sum_exp_estetic_7","dd"
"52","estetic","ben","cultural",5,7,"0",485503.272034187,4688701.48863142,9,1.16149431280792,1.14853883274134e-08,"0_ben_exp_estetic","0_ben_exp_estetic_7","0_sum_exp_estetic_9","dd"
"53","estetic","ben","cultural",5,8,"0",486190.8766663,4687738.99701237,8,1.16149431001395,179.999999979901,"0_ben_exp_estetic","0_ben_exp_estetic_8","0_sum_exp_estetic_8","dd"
"54","estetic","ben","cultural",5,9,"0",488564.971037988,4686856.26133601,12,2.47906412536344,38.6598082507285,"0_ben_exp_estetic","0_ben_exp_estetic_9","0_sum_exp_estetic_12","dd"
"55","estetic","ben","cultural",5,10,"0",490502.343548739,4685100.08193778,13,1.16149430908263,179.999999985643,"0_ben_exp_estetic","0_ben_exp_estetic_10","0_sum_exp_estetic_13","dd"
"56","estetic","ben","cultural",5,11,"0",492318.920651146,4694133.02319444,10,1.5486590815708,89.9999998621753,"0_ben_exp_estetic","0_ben_exp_estetic_11","0_sum_exp_estetic_10","dd"
"57","estetic","ben","cultural",5,12,"0",490362.964231419,4700200.66947511,1,4.38026935078868,225.000000018843,"0_ben_exp_estetic","0_ben_exp_estetic_12","0_sum_exp_estetic_1","dd"
"58","estetic","ben","cultural",5,13,"0",496630.387533585,4691854.17135625,11,1.73145349122361,63.4349487540097,"0_ben_exp_estetic","0_ben_exp_estetic_13","0_sum_exp_estetic_11","dd"
"59","estetic","ben","cultural",5,14,"0",503299.687867358,4680903.60299212,14,2.44864500871022,341.565051192153,"0_ben_exp_estetic","0_ben_exp_estetic_14","0_sum_exp_estetic_14","dd"
"60","estetic","ben","cultural",5,15,"0",508951.519184693,4681967.531781,15,1.73145349148392,63.4349487583167,"0_ben_exp_estetic","0_ben_exp_estetic_15","0_sum_exp_estetic_15","dd"
"61","estetic","ben","cultural",5,16,"0",510424.293971044,4680492.43400603,16,2.85395669567661e-09,11.7682889320206,"0_ben_exp_estetic","0_ben_exp_estetic_16","0_sum_exp_estetic_16","dd"
"62","estetic","ben","cultural",5,17,"0",509662.353703026,4675474.7785825,18,6.19463632587576,89.9999999827719,"0_ben_exp_estetic","0_ben_exp_estetic_17","0_sum_exp_estetic_18","dd"
"63","estetic","ben","cultural",5,18,"0",509223.308853468,4673639.61757112,17,1.73145348867254,153.43494878502,"0_ben_exp_estetic","0_ben_exp_estetic_18","0_sum_exp_estetic_17","dd"
"64","estetic","ben","cultural",5,19,"0",484634.295925998,4689621.06016157,9,1266.0445406563,316.65648514342,"0_ben_exp_estetic","0_ben_exp_estetic_19","0_sum_exp_estetic_9","dd"
"65","estetic","ben","cultural",5,20,"0",475882.469469362,4683986.06370673,19,9.29195448767859,89.9999999655438,"0_ben_exp_estetic","0_ben_exp_estetic_20","0_sum_exp_estetic_19","dd"
"66","estetic","ben","cultural",5,21,"0",482398.452554084,4684838.60053101,20,3.28520201011777,134.999999935395,"0_ben_exp_estetic","0_ben_exp_estetic_21","0_sum_exp_estetic_20","dd"
"67","estetic","ben","cultural",5,22,"0",486229.060791769,4690443.9720759,9,1888.66804738611,22.5994236683935,"0_ben_exp_estetic","0_ben_exp_estetic_22","0_sum_exp_estetic_9","dd"
"68","estetic","ben","cultural",5,23,"0",493874.016346785,4684659.73040711,23,5.19436046781378,153.434948814308,"0_ben_exp_estetic","0_ben_exp_estetic_23","0_sum_exp_estetic_23","dd"
"69","estetic","ben","cultural",5,24,"0",498805.7211913,4682145.09522379,24,1.16149431094527,180.000000014357,"0_ben_exp_estetic","0_ben_exp_estetic_24","0_sum_exp_estetic_24","dd"
"70","estetic","ben","cultural",5,25,"0",506297.359497263,4679779.13131228,29,3.28520201287543,45.0000000208173,"0_ben_exp_estetic","0_ben_exp_estetic_25","0_sum_exp_estetic_29","dd"
"71","estetic","ben","cultural",5,26,"0",508137.166485891,4670868.14695827,27,2337.95850870569,196.09397203995,"0_ben_exp_estetic","0_ben_exp_estetic_26","0_sum_exp_estetic_27","dd"
"72","estetic","ben","cultural",5,27,"0",509949.097611054,4677409.68291784,26,16.426010073391,171.869897647567,"0_ben_exp_estetic","0_ben_exp_estetic_27","0_sum_exp_estetic_26","dd"
"73","estetic","ben","cultural",5,28,"0",488428.931016807,4686218.45577248,22,3.28520201485106,44.9999999863611,"0_ben_exp_estetic","0_ben_exp_estetic_28","0_sum_exp_estetic_22","dd"
"74","recreat","ben","cultural",6,1,"0",476515.737945737,4683905.33985212,1,38.311709824265,75.9637565205037,"0_ben_exp_recreat","0_ben_exp_recreat_1","0_sum_exp_recreat_1","dd"
"75","recreat","ben","cultural",6,2,"0",482620.552044364,4685252.67325288,2,20.7774418849996,333.434948830387,"0_ben_exp_recreat","0_ben_exp_recreat_2","0_sum_exp_recreat_2","dd"
"76","recreat","ben","cultural",6,3,"0",482880.726770028,4687166.81587741,3,33.5026183598012,56.3099324631974,"0_ben_exp_recreat","0_ben_exp_recreat_3","0_sum_exp_recreat_3","dd"
"77","recreat","ben","cultural",6,4,"0",485891.320024146,4688486.2734147,5,0,NA,"0_ben_exp_recreat","0_ben_exp_recreat_4","0_sum_exp_recreat_5","dd"
"78","recreat","ben","cultural",6,5,"0",484051.513035519,4689935.81831484,4,39.4224241799003,44.9999999907279,"0_ben_exp_recreat","0_ben_exp_recreat_5","0_sum_exp_recreat_4","dd"
"79","recreat","ben","cultural",6,6,"0",478982.751862305,4691487.57471434,25,4.64597724389751,89.9999999770292,"0_ben_exp_recreat","0_ben_exp_recreat_6","0_sum_exp_recreat_25","dd"
"80","recreat","ben","cultural",6,7,"0",488581.340848427,4686795.13769789,7,4.64597724360647,89.99999985069,"0_ben_exp_recreat","0_ben_exp_recreat_7","0_sum_exp_recreat_7","dd"
"81","recreat","ben","cultural",6,8,"0",489333.989161956,4685791.60661318,8,10.3887209289375,153.434948796218,"0_ben_exp_recreat","0_ben_exp_recreat_8","0_sum_exp_recreat_8","dd"
"82","recreat","ben","cultural",6,9,"0",492205.203098753,4684973.91461824,9,4.64597724372288,89.9999998277192,"0_ben_exp_recreat","0_ben_exp_recreat_9","0_sum_exp_recreat_9","dd"
"83","recreat","ben","cultural",6,10,"0",492316.706552609,4694172.94956137,10,16.7513091847115,56.3099324377971,"0_ben_exp_recreat","0_ben_exp_recreat_10","0_sum_exp_recreat_10","dd"
"84","recreat","ben","cultural",6,11,"0",489268.94548054,4700379.97515937,11,4.64597724389751,89.9999998621753,"0_ben_exp_recreat","0_ben_exp_recreat_11","0_sum_exp_recreat_11","dd"
"85","recreat","ben","cultural",6,12,"0",500061.550618372,4693262.33802155,13,1.02447136821087e-08,0.325540698659298,"0_ben_exp_recreat","0_ben_exp_recreat_12","0_sum_exp_recreat_13","dd"
"86","recreat","ben","cultural",6,13,"0",502384.539240376,4697536.63708604,12,9.29195448796963,270.000000074655,"0_ben_exp_recreat","0_ben_exp_recreat_13","0_sum_exp_recreat_12","dd"
"87","recreat","ben","cultural",6,14,"0",498769.968944537,4678218.66370545,14,9.29195448796963,89.9999999368304,"0_ben_exp_recreat","0_ben_exp_recreat_14","0_sum_exp_recreat_14","dd"
"88","recreat","ben","cultural",6,15,"0",501483.219655038,4680169.97414793,15,9.29195448796963,89.9999999425731,"0_ben_exp_recreat","0_ben_exp_recreat_15","0_sum_exp_recreat_15","dd"
"89","recreat","ben","cultural",6,16,"0",507165.249824461,4682177.03631734,16,4.64597724395571,89.9999999196023,"0_ben_exp_recreat","0_ben_exp_recreat_16","0_sum_exp_recreat_16","dd"
"90","recreat","ben","cultural",6,17,"0",507193.125687924,4678102.51427435,21,6.5704040241045,134.999999959083,"0_ben_exp_recreat","0_ben_exp_recreat_17","0_sum_exp_recreat_21","dd"
"91","recreat","ben","cultural",6,18,"0",509223.417743556,4676769.11880532,20,9.29195448802784,89.9999999655438,"0_ben_exp_recreat","0_ben_exp_recreat_18","0_sum_exp_recreat_20","dd"
"92","recreat","ben","cultural",6,19,"0",510310.576418654,4676081.5141732,19,18.5839089760557,89.9999999856433,"0_ben_exp_recreat","0_ben_exp_recreat_19","0_sum_exp_recreat_19","dd"
"93","recreat","ben","cultural",6,20,"0",509274.52349324,4673684.1899153,17,4.6459772438393,89.9999999310877,"0_ben_exp_recreat","0_ben_exp_recreat_20","0_sum_exp_recreat_17","dd"
"94","recreat","ben","cultural",6,21,"0",509344.2131519,4674966.47963464,18,5.59066326598944e-09,358.210089391754,"0_ben_exp_recreat","0_ben_exp_recreat_21","0_sum_exp_recreat_18","dd"
"95","recreat","ben","cultural",6,22,"0",510816.987938251,4678553.17406701,22,4.6459772438393,89.9999999425731,"0_ben_exp_recreat","0_ben_exp_recreat_22","0_sum_exp_recreat_22","dd"
"96","recreat","ben","cultural",6,23,"0",512303.700656334,4678715.78327056,23,6.57040402538042,134.999999970928,"0_ben_exp_recreat","0_ben_exp_recreat_23","0_sum_exp_recreat_23","dd"
"97","recreat","ben","cultural",6,24,"0",510926.168403485,4679593.87296967,24,2.32298862183234,89.9999998392046,"0_ben_exp_recreat","0_ben_exp_recreat_24","0_sum_exp_recreat_24","dd"
"98","hid","ben","regulating",4,1,"0",489695.619193803,4695831.69591354,11,4320.93321290683,143.207491820262,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_1","0_sum_exp_reg_hid_11","dd"
"99","hid","ben","regulating",4,2,"0",479610.751256143,4692647.65284231,24,3955.18309578124,145.530847237908,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_2","0_sum_exp_reg_hid_24","dd"
"100","hid","ben","regulating",4,3,"0",476885.111272991,4683665.43017056,22,3623.89112230172,160.682477470271,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_3","0_sum_exp_reg_hid_22","dd"
"101","hid","ben","regulating",4,4,"0",482522.230329055,4685412.3176143,16,4345.10355942172,239.120295895882,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_4","0_sum_exp_reg_hid_16","dd"
"102","hid","ben","regulating",4,5,"0",488252.268929998,4686663.63415202,41,1338.28784633301,304.040050814155,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_5","0_sum_exp_reg_hid_41","dd"
"103","hid","ben","regulating",4,6,"0",494304.42861986,4684836.21643604,38,546.802141005959,304.275417594497,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_6","0_sum_exp_reg_hid_38","dd"
"104","hid","ben","regulating",4,7,"0",492700.017811595,4677576.10266274,47,2135.72198932671,305.27049441321,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_7","0_sum_exp_reg_hid_47","dd"
"105","hid","ben","regulating",4,8,"0",495128.31525113,4677625.65975334,47,1454.05836396182,28.0884027418751,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_8","0_sum_exp_reg_hid_47","dd"
"106","hid","ben","regulating",4,9,"0",491337.19782002,4674144.2741385,46,3580.10874581978,159.381381121953,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_9","0_sum_exp_reg_hid_46","dd"
"107","hid","ben","regulating",4,10,"0",493895.582622387,4674423.03277314,47,1996.53556487725,195.934144277603,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_10","0_sum_exp_reg_hid_47","dd"
"108","hid","ben","regulating",4,11,"0",497222.102329097,4675575.23512966,47,2882.49626031708,105.444488041609,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_11","0_sum_exp_reg_hid_47","dd"
"109","hid","ben","regulating",4,12,"0",498993.768318145,4675079.66422363,20,4496.7843328934,230.901161517247,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_12","0_sum_exp_reg_hid_20","dd"
"110","hid","ben","regulating",4,13,"0",497098.20960259,4679007.0636539,47,3760.90917290695,44.8955828345233,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_13","0_sum_exp_reg_hid_47","dd"
"111","hid","ben","regulating",4,14,"0",501112.333941413,4684043.3029864,35,1708.1690325833,357.67562646182,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_14","0_sum_exp_reg_hid_35","dd"
"112","hid","ben","regulating",4,15,"0",505814.06291235,4678622.99620173,31,539.73796298815,344.481751390002,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_15","0_sum_exp_reg_hid_31","dd"
"113","hid","ben","regulating",4,16,"0",509605.18034346,4677049.55857509,2,1384.42074875906,1.47758006923193,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_16","0_sum_exp_reg_hid_2","dd"
"114","hid","ben","regulating",4,17,"0",508093.689080076,4675253.11404074,18,1001.89028623724,285.585585368847,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_17","0_sum_exp_reg_hid_18","dd"
"115","hid","ben","regulating",4,18,"0",510943.221789735,4678548.66056582,3,962.356357239633,263.128358208666,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_18","0_sum_exp_reg_hid_3","dd"
"116","hid","ben","regulating",4,19,"0",511959.142147091,4679465.46674197,3,803.942530232144,4.31417436519366,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_19","0_sum_exp_reg_hid_3","dd"
"117","hid","ben","regulating",4,20,"0",510720.214882022,4681249.52200367,3,2841.60033252982,335.498717107825,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_20","0_sum_exp_reg_hid_3","dd"
"118","hid","ben","regulating",4,21,"0",509332.616345145,4682587.56344994,44,4317.20520236086,132.974340597818,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_21","0_sum_exp_reg_hid_44","dd"
"119","hid","ben","regulating",4,22,"0",506594.587089343,4682525.61708669,44,3034.16541323279,172.030150709078,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_22","0_sum_exp_reg_hid_44","dd"
"120","hid","ben","regulating",4,23,"0",500077.829675081,4693229.94865689,15,6609.44580637549,224.37914954776,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_23","0_sum_exp_reg_hid_15","dd"
"121","hid","ben","regulating",4,24,"0",500003.494039177,4689723.78449674,45,5154.10863987596,50.2731644548959,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_24","0_sum_exp_reg_hid_45","dd"
"122","hid","ben","regulating",4,25,"0",503661.31497125,4680970.25053796,33,350.567541085821,61.0299940557754,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_25","0_sum_exp_reg_hid_33","dd"
"123","hid","ben","regulating",4,26,"0",508493.13130237,4680338.39763312,31,3379.6180935616,48.5891085794228,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_26","0_sum_exp_reg_hid_31","dd"
"124","hid","ben","regulating",4,27,"0",510032.843892455,4676913.40357961,2,1331.06071824351,20.3720502389641,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_27","0_sum_exp_reg_hid_2","dd"
"125","hid","ben","regulating",4,28,"0",515409.147776916,4677756.37805626,17,3592.35897843124,102.804266065271,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_28","0_sum_exp_reg_hid_17","dd"
"126","hid","ben","regulating",4,29,"0",512524.301790132,4679105.13721892,3,765.63552164035,54.8001811080874,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_29","0_sum_exp_reg_hid_3","dd"
"127","hid","ben","regulating",4,30,"0",505892.902573758,4677747.01167319,31,361.911030379218,190.437475351166,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_30","0_sum_exp_reg_hid_31","dd"
"128","hid","ben","regulating",4,31,"0",503710.535317522,4681015.87936601,33,416.040355273922,58.8150253410243,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_31","0_sum_exp_reg_hid_33","dd"
"129","hid","ben","regulating",4,32,"0",505958.467255276,4678618.08529907,31,515.151069070213,359.999999999955,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_32","0_sum_exp_reg_hid_31","dd"
"130","hid","ben","regulating",4,33,"0",497191.532698037,4678964.64147281,47,3797.94136092781,46.3447763132058,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_33","0_sum_exp_reg_hid_47","dd"
"131","hid","ben","regulating",4,34,"0",497987.675259324,4684106.78578042,37,1358.93275265904,55.1050363650613,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_34","0_sum_exp_reg_hid_37","dd"
"132","hid","ben","regulating",4,35,"0",503897.862979002,4686186.12282284,44,2368.5840190144,286.06988409067,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_35","0_sum_exp_reg_hid_44","dd"
"133","hid","ben","regulating",4,36,"0",510229.537937008,4682093.01341951,3,3813.8531617028,334.046054783153,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_36","0_sum_exp_reg_hid_3","dd"
"134","hid","ben","regulating",4,37,"0",508487.390685249,4683666.56577594,44,2970.93048712112,128.857281847704,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_37","0_sum_exp_reg_hid_44","dd"
"135","hid","ben","regulating",4,38,"0",503888.496595928,4680107.34020783,32,616.262453783186,316.847610265746,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_38","0_sum_exp_reg_hid_32","dd"
"136","hid","ben","regulating",4,39,"0",501144.146355253,4684050.58748197,35,1714.45751300869,358.747832624775,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_39","0_sum_exp_reg_hid_35","dd"
"137","hid","ben","regulating",4,40,"0",505031.195330952,4678889.71040821,32,1053.58279493799,136.801160515894,"0_ben_exp_reg_hid","0_ben_exp_reg_hid_40","0_sum_exp_reg_hid_32","dd"
